"date","state","party","amt"
"2020-03-31","MT","D",351
"2020-03-31","MT","R",891
"2020-03-31","NE","D",372
"2020-03-31","NE","R",995
"2020-03-31","NV","D",680
"2020-03-31","NV","R",1633
"2020-03-31","NH","D",545
"2020-03-31","NH","R",742
"2020-03-31","NJ","D",2943
"2020-03-31","NJ","R",3639
"2020-03-31","NM","D",545
"2020-03-31","NM","R",1020
"2020-03-31","NY","D",8459
"2020-03-31","NY","R",7039
"2020-03-31","NC","D",2632
"2020-03-31","NC","R",5197
"2020-03-31","ND","D",139
"2020-03-31","ND","R",514
"2020-03-31","OH","D",2632
"2020-03-31","OH","R",6379
"2020-03-31","OK","D",630
"2020-03-31","OK","R",2906
"2020-03-31","OR","D",1853
"2020-03-31","OR","R",2190
"2020-03-31","PA","D",3833
"2020-03-31","PA","R",5917
"2020-03-31","RI","D",396
"2020-03-31","RI","R",447
"2020-03-31","SC","D",1034
"2020-03-31","SC","R",3364
"2020-03-31","SD","D",145
"2020-03-31","SD","R",522
"2020-03-31","TN","D",1331
"2020-03-31","TN","R",4870
"2020-03-31","TX","D",5157
"2020-03-31","TX","R",17948
"2020-03-31","UT","D",787
"2020-03-31","UT","R",1440
"2020-03-31","VT","D",359
"2020-03-31","VT","R",400
"2020-03-31","VA","D",2651
"2020-03-31","VA","R",4353
"2020-03-31","DC","D",707
"2020-03-31","DC","R",400
"2020-03-31","WA","D",3226
"2020-03-31","WA","R",3854
"2020-03-31","WV","D",250
"2020-03-31","WV","R",1140
"2020-03-31","WI","D",1438
"2020-03-31","WI","R",2336
"2020-03-31","WY","D",134
"2020-03-31","WY","R",546
"2020-04-01","AL","D",788
"2020-04-01","AL","R",2280
"2020-04-01","AK","D",236
"2020-04-01","AK","R",515
"2020-04-01","AZ","D",2535
"2020-04-01","AZ","R",2829
"2020-04-01","AR","D",539
"2020-04-01","AR","R",1269
"2020-04-01","CA","D",13240
"2020-04-01","CA","R",8086
"2020-04-01","CO","D",2684
"2020-04-01","CO","R",1802
"2020-04-01","CT","D",1653
"2020-04-01","CT","R",841
"2020-04-01","DE","D",419
"2020-04-01","DE","R",425
"2020-04-01","FL","D",6971
"2020-04-01","FL","R",8656
"2020-04-01","GA","D",2842
"2020-04-01","GA","R",3689
"2020-04-01","HI","D",409
"2020-04-01","HI","R",443
"2020-04-01","ID","D",522
"2020-04-01","ID","R",875
"2020-04-01","IL","D",4093
"2020-04-01","IL","R",3078
"2020-04-01","IN","D",1605
"2020-04-01","IN","R",2490
"2020-04-01","IA","D",842
"2020-04-01","IA","R",954
"2020-04-01","KS","D",775
"2020-04-01","KS","R",1098
"2020-04-01","KY","D",1008
"2020-04-01","KY","R",1609
"2020-04-01","LA","D",709
"2020-04-01","LA","R",1707
"2020-04-01","ME","D",690
"2020-04-01","ME","R",537
"2020-04-01","MD","D",2570
"2020-04-01","MD","R",1278
"2020-04-01","MA","D",3791
"2020-04-01","MA","R",1401
"2020-04-01","MI","D",3360
"2020-04-01","MI","R",3551
"2020-04-01","MN","D",2241
"2020-04-01","MN","R",1512
"2020-04-01","MS","D",323
"2020-04-01","MS","R",1335
"2020-04-01","MO","D",1627
"2020-04-01","MO","R",2179
"2020-04-01","MT","D",408
"2020-04-01","MT","R",683
"2020-04-01","NE","D",428
"2020-04-01","NE","R",694
"2020-04-01","NV","D",836
"2020-04-01","NV","R",1088
"2020-04-01","NH","D",657
"2020-04-01","NH","R",533
"2020-04-01","NJ","D",3244
"2020-04-01","NJ","R",2073
"2020-04-01","NM","D",668
"2020-04-01","NM","R",698
"2020-04-01","NY","D",9250
"2020-04-01","NY","R",4122
"2020-04-01","NC","D",3160
"2020-04-01","NC","R",3150
"2020-04-01","ND","D",146
"2020-04-01","ND","R",461
"2020-04-01","OH","D",3132
"2020-04-01","OH","R",3881
"2020-04-01","OK","D",763
"2020-04-01","OK","R",1760
"2020-04-01","OR","D",2193
"2020-04-01","OR","R",1386
"2020-04-01","PA","D",4328
"2020-04-01","PA","R",3434
"2020-04-01","RI","D",489
"2020-04-01","RI","R",417
"2020-04-01","SC","D",1210
"2020-04-01","SC","R",2098
"2020-04-01","SD","D",160
"2020-04-01","SD","R",431
"2020-04-01","TN","D",1588
"2020-04-01","TN","R",2983
"2020-04-01","TX","D",6151
"2020-04-01","TX","R",10952
"2020-04-01","UT","D",832
"2020-04-01","UT","R",987
"2020-04-01","VT","D",398
"2020-04-01","VT","R",400
"2020-04-01","VA","D",3188
"2020-04-01","VA","R",2678
"2020-04-01","DC","D",817
"2020-04-01","DC","R",400
"2020-04-01","WA","D",3816
"2020-04-01","WA","R",2457
"2020-04-01","WV","D",320
"2020-04-01","WV","R",790
"2020-04-01","WI","D",1801
"2020-04-01","WI","R",1491
"2020-04-01","WY","D",148
"2020-04-01","WY","R",485
"2020-04-02","AL","D",748
"2020-04-02","AL","R",1914
"2020-04-02","AK","D",227
"2020-04-02","AK","R",407
"2020-04-02","AZ","D",2358
"2020-04-02","AZ","R",2425
"2020-04-02","AR","D",516
"2020-04-02","AR","R",1063
"2020-04-02","CA","D",12445
"2020-04-02","CA","R",7220
"2020-04-02","CO","D",2560
"2020-04-02","CO","R",1603
"2020-04-02","CT","D",1498
"2020-04-02","CT","R",708
"2020-04-02","DE","D",415
"2020-04-02","DE","R",400
"2020-04-02","FL","D",6297
"2020-04-02","FL","R",7575
"2020-04-02","GA","D",2537
"2020-04-02","GA","R",3244
"2020-04-02","HI","D",385
"2020-04-02","HI","R",400
"2020-04-02","ID","D",490
"2020-04-02","ID","R",678
"2020-04-02","IL","D",3676
"2020-04-02","IL","R",2770
"2020-04-02","IN","D",1403
"2020-04-02","IN","R",2181
"2020-04-02","IA","D",809
"2020-04-02","IA","R",819
"2020-04-02","KS","D",730
"2020-04-02","KS","R",974
"2020-04-02","KY","D",902
"2020-04-02","KY","R",1426
"2020-04-02","LA","D",655
"2020-04-02","LA","R",1521
"2020-04-02","ME","D",618
"2020-04-02","ME","R",453
"2020-04-02","MD","D",2274
"2020-04-02","MD","R",1093
"2020-04-02","MA","D",3419
"2020-04-02","MA","R",1240
"2020-04-02","MI","D",2869
"2020-04-02","MI","R",3146
"2020-04-02","MN","D",2063
"2020-04-02","MN","R",1339
"2020-04-02","MS","D",286
"2020-04-02","MS","R",1086
"2020-04-02","MO","D",1544
"2020-04-02","MO","R",1986
"2020-04-02","MT","D",385
"2020-04-02","MT","R",521
"2020-04-02","NE","D",402
"2020-04-02","NE","R",594
"2020-04-02","NV","D",778
"2020-04-02","NV","R",891
"2020-04-02","NH","D",569
"2020-04-02","NH","R",437
"2020-04-02","NJ","D",2805
"2020-04-02","NJ","R",1885
"2020-04-02","NM","D",610
"2020-04-02","NM","R",591
"2020-04-02","NY","D",8369
"2020-04-02","NY","R",3589
"2020-04-02","NC","D",2759
"2020-04-02","NC","R",2713
"2020-04-02","ND","D",145
"2020-04-02","ND","R",400
"2020-04-02","OH","D",2789
"2020-04-02","OH","R",3422
"2020-04-02","OK","D",709
"2020-04-02","OK","R",1560
"2020-04-02","OR","D",2034
"2020-04-02","OR","R",1161
"2020-04-02","PA","D",3914
"2020-04-02","PA","R",3050
"2020-04-02","RI","D",443
"2020-04-02","RI","R",400
"2020-04-02","SC","D",1097
"2020-04-02","SC","R",1761
"2020-04-02","SD","D",162
"2020-04-02","SD","R",400
"2020-04-02","TN","D",1433
"2020-04-02","TN","R",2518
"2020-04-02","TX","D",5752
"2020-04-02","TX","R",9741
"2020-04-02","UT","D",813
"2020-04-02","UT","R",773
"2020-04-02","VT","D",360
"2020-04-02","VT","R",400
"2020-04-02","VA","D",2838
"2020-04-02","VA","R",2303
"2020-04-02","DC","D",746
"2020-04-02","DC","R",400
"2020-04-02","WA","D",3486
"2020-04-02","WA","R",2152
"2020-04-02","WV","D",290
"2020-04-02","WV","R",639
"2020-04-02","WI","D",1661
"2020-04-02","WI","R",1283
"2020-04-02","WY","D",142
"2020-04-02","WY","R",403
"2020-04-03","AL","D",969
"2020-04-03","AL","R",1949
"2020-04-03","AK","D",285
"2020-04-03","AK","R",431
"2020-04-03","AZ","D",2868
"2020-04-03","AZ","R",2581
"2020-04-03","AR","D",661
"2020-04-03","AR","R",1111
"2020-04-03","CA","D",16939
"2020-04-03","CA","R",7419
"2020-04-03","CO","D",3075
"2020-04-03","CO","R",1700
"2020-04-03","CT","D",1925
"2020-04-03","CT","R",773
"2020-04-03","DE","D",511
"2020-04-03","DE","R",403
"2020-04-03","FL","D",7953
"2020-04-03","FL","R",7837
"2020-04-03","GA","D",3168
"2020-04-03","GA","R",3332
"2020-04-03","HI","D",487
"2020-04-03","HI","R",410
"2020-04-03","ID","D",605
"2020-04-03","ID","R",749
"2020-04-03","IL","D",4608
"2020-04-03","IL","R",2964
"2020-04-03","IN","D",1750
"2020-04-03","IN","R",2312
"2020-04-03","IA","D",1040
"2020-04-03","IA","R",915
"2020-04-03","KS","D",990
"2020-04-03","KS","R",1053
"2020-04-03","KY","D",1146
"2020-04-03","KY","R",1390
"2020-04-03","LA","D",842
"2020-04-03","LA","R",1486
"2020-04-03","ME","D",752
"2020-04-03","ME","R",477
"2020-04-03","MD","D",2925
"2020-04-03","MD","R",1214
"2020-04-03","MA","D",4295
"2020-04-03","MA","R",1393
"2020-04-03","MI","D",3450
"2020-04-03","MI","R",3393
"2020-04-03","MN","D",2587
"2020-04-03","MN","R",1608
"2020-04-03","MS","D",399
"2020-04-03","MS","R",1000
"2020-04-03","MO","D",1999
"2020-04-03","MO","R",2095
"2020-04-03","MT","D",492
"2020-04-03","MT","R",545
"2020-04-03","NE","D",541
"2020-04-03","NE","R",640
"2020-04-03","NV","D",978
"2020-04-03","NV","R",890
"2020-04-03","NH","D",691
"2020-04-03","NH","R",477
"2020-04-03","NJ","D",3672
"2020-04-03","NJ","R",1959
"2020-04-03","NM","D",783
"2020-04-03","NM","R",592
"2020-04-03","NY","D",10625
"2020-04-03","NY","R",3972
"2020-04-03","NC","D",3443
"2020-04-03","NC","R",2797
"2020-04-03","ND","D",153
"2020-04-03","ND","R",411
"2020-04-03","OH","D",3532
"2020-04-03","OH","R",3583
"2020-04-03","OK","D",943
"2020-04-03","OK","R",1617
"2020-04-03","OR","D",2616
"2020-04-03","OR","R",1291
"2020-04-03","PA","D",4994
"2020-04-03","PA","R",3228
"2020-04-03","RI","D",553
"2020-04-03","RI","R",400
"2020-04-03","SC","D",1384
"2020-04-03","SC","R",1811
"2020-04-03","SD","D",203
"2020-04-03","SD","R",409
"2020-04-03","TN","D",1841
"2020-04-03","TN","R",2622
"2020-04-03","TX","D",7265
"2020-04-03","TX","R",9972
"2020-04-03","UT","D",1058
"2020-04-03","UT","R",858
"2020-04-03","VT","D",452
"2020-04-03","VT","R",400
"2020-04-03","VA","D",3450
"2020-04-03","VA","R",2437
"2020-04-03","DC","D",865
"2020-04-03","DC","R",400
"2020-04-03","WA","D",4415
"2020-04-03","WA","R",2310
"2020-04-03","WV","D",346
"2020-04-03","WV","R",624
"2020-04-03","WI","D",2029
"2020-04-03","WI","R",1462
"2020-04-03","WY","D",164
"2020-04-03","WY","R",421
"2020-04-04","AL","D",994
"2020-04-04","AL","R",2585
"2020-04-04","AK","D",279
"2020-04-04","AK","R",564
"2020-04-04","AZ","D",2977
"2020-04-04","AZ","R",3368
"2020-04-04","AR","D",692
"2020-04-04","AR","R",1485
"2020-04-04","CA","D",18292
"2020-04-04","CA","R",10169
"2020-04-04","CO","D",3027
"2020-04-04","CO","R",2260
"2020-04-04","CT","D",1873
"2020-04-04","CT","R",889
"2020-04-04","DE","D",509
"2020-04-04","DE","R",467
"2020-04-04","FL","D",8373
"2020-04-04","FL","R",10046
"2020-04-04","GA","D",3522
"2020-04-04","GA","R",4397
"2020-04-04","HI","D",544
"2020-04-04","HI","R",487
"2020-04-04","ID","D",590
"2020-04-04","ID","R",1049
"2020-04-04","IL","D",4943
"2020-04-04","IL","R",3804
"2020-04-04","IN","D",1829
"2020-04-04","IN","R",3006
"2020-04-04","IA","D",1007
"2020-04-04","IA","R",1152
"2020-04-04","KS","D",926
"2020-04-04","KS","R",1357
"2020-04-04","KY","D",1140
"2020-04-04","KY","R",1700
"2020-04-04","LA","D",945
"2020-04-04","LA","R",1962
"2020-04-04","ME","D",728
"2020-04-04","ME","R",575
"2020-04-04","MD","D",3003
"2020-04-04","MD","R",1470
"2020-04-04","MA","D",4011
"2020-04-04","MA","R",1636
"2020-04-04","MI","D",3699
"2020-04-04","MI","R",4592
"2020-04-04","MN","D",2536
"2020-04-04","MN","R",2011
"2020-04-04","MS","D",435
"2020-04-04","MS","R",1351
"2020-04-04","MO","D",2072
"2020-04-04","MO","R",2837
"2020-04-04","MT","D",495
"2020-04-04","MT","R",770
"2020-04-04","NE","D",522
"2020-04-04","NE","R",826
"2020-04-04","NV","D",1037
"2020-04-04","NV","R",1209
"2020-04-04","NH","D",663
"2020-04-04","NH","R",578
"2020-04-04","NJ","D",3738
"2020-04-04","NJ","R",2301
"2020-04-04","NM","D",823
"2020-04-04","NM","R",795
"2020-04-04","NY","D",10548
"2020-04-04","NY","R",4726
"2020-04-04","NC","D",3491
"2020-04-04","NC","R",3497
"2020-04-04","ND","D",176
"2020-04-04","ND","R",509
"2020-04-04","OH","D",3556
"2020-04-04","OH","R",4446
"2020-04-04","OK","D",902
"2020-04-04","OK","R",2130
"2020-04-04","OR","D",2647
"2020-04-04","OR","R",1789
"2020-04-04","PA","D",5105
"2020-04-04","PA","R",4020
"2020-04-04","RI","D",529
"2020-04-04","RI","R",436
"2020-04-04","SC","D",1388
"2020-04-04","SC","R",2342
"2020-04-04","SD","D",204
"2020-04-04","SD","R",503
"2020-04-04","TN","D",1814
"2020-04-04","TN","R",3426
"2020-04-04","TX","D",7657
"2020-04-04","TX","R",13124
"2020-04-04","UT","D",992
"2020-04-04","UT","R",1142
"2020-04-04","VT","D",435
"2020-04-04","VT","R",409
"2020-04-04","VA","D",3468
"2020-04-04","VA","R",3087
"2020-04-04","DC","D",838
"2020-04-04","DC","R",400
"2020-04-04","WA","D",4355
"2020-04-04","WA","R",3146
"2020-04-04","WV","D",356
"2020-04-04","WV","R",797
"2020-04-04","WI","D",1946
"2020-04-04","WI","R",1870
"2020-04-04","WY","D",185
"2020-04-04","WY","R",528
"2020-04-05","AL","D",1101
"2020-04-05","AL","R",3256
"2020-04-05","AK","D",281
"2020-04-05","AK","R",681
"2020-04-05","AZ","D",2750
"2020-04-05","AZ","R",3812
"2020-04-05","AR","D",678
"2020-04-05","AR","R",1905
"2020-04-05","CA","D",17962
"2020-04-05","CA","R",11850
"2020-04-05","CO","D",2774
"2020-04-05","CO","R",2550
"2020-04-05","CT","D",1963
"2020-04-05","CT","R",1050
"2020-04-05","DE","D",502
"2020-04-05","DE","R",524
"2020-04-05","FL","D",9161
"2020-04-05","FL","R",11186
"2020-04-05","GA","D",3798
"2020-04-05","GA","R",5175
"2020-04-05","HI","D",545
"2020-04-05","HI","R",553
"2020-04-05","ID","D",537
"2020-04-05","ID","R",1366
"2020-04-05","IL","D",4973
"2020-04-05","IL","R",4467
"2020-04-05","IN","D",1858
"2020-04-05","IN","R",3594
"2020-04-05","IA","D",940
"2020-04-05","IA","R",1385
"2020-04-05","KS","D",913
"2020-04-05","KS","R",1637
"2020-04-05","KY","D",1192
"2020-04-05","KY","R",2071
"2020-04-05","LA","D",989
"2020-04-05","LA","R",2316
"2020-04-05","ME","D",715
"2020-04-05","ME","R",693
"2020-04-05","MD","D",3151
"2020-04-05","MD","R",1636
"2020-04-05","MA","D",4104
"2020-04-05","MA","R",1789
"2020-04-05","MI","D",3689
"2020-04-05","MI","R",5122
"2020-04-05","MN","D",2394
"2020-04-05","MN","R",2382
"2020-04-05","MS","D",519
"2020-04-05","MS","R",1737
"2020-04-05","MO","D",2006
"2020-04-05","MO","R",3475
"2020-04-05","MT","D",431
"2020-04-05","MT","R",927
"2020-04-05","NE","D",492
"2020-04-05","NE","R",1032
"2020-04-05","NV","D",1029
"2020-04-05","NV","R",1392
"2020-04-05","NH","D",669
"2020-04-05","NH","R",687
"2020-04-05","NJ","D",3950
"2020-04-05","NJ","R",2505
"2020-04-05","NM","D",748
"2020-04-05","NM","R",919
"2020-04-05","NY","D",11324
"2020-04-05","NY","R",5132
"2020-04-05","NC","D",3707
"2020-04-05","NC","R",4107
"2020-04-05","ND","D",171
"2020-04-05","ND","R",598
"2020-04-05","OH","D",3838
"2020-04-05","OH","R",5491
"2020-04-05","OK","D",896
"2020-04-05","OK","R",2521
"2020-04-05","OR","D",2336
"2020-04-05","OR","R",2014
"2020-04-05","PA","D",5240
"2020-04-05","PA","R",4554
"2020-04-05","RI","D",567
"2020-04-05","RI","R",470
"2020-04-05","SC","D",1556
"2020-04-05","SC","R",2788
"2020-04-05","SD","D",193
"2020-04-05","SD","R",600
"2020-04-05","TN","D",1866
"2020-04-05","TN","R",4105
"2020-04-05","TX","D",7662
"2020-04-05","TX","R",15306
"2020-04-05","UT","D",909
"2020-04-05","UT","R",1575
"2020-04-05","VT","D",463
"2020-04-05","VT","R",441
"2020-04-05","VA","D",3693
"2020-04-05","VA","R",3531
"2020-04-05","DC","D",953
"2020-04-05","DC","R",400
"2020-04-05","WA","D",4042
"2020-04-05","WA","R",3619
"2020-04-05","WV","D",352
"2020-04-05","WV","R",983
"2020-04-05","WI","D",1831
"2020-04-05","WI","R",2279
"2020-04-05","WY","D",160
"2020-04-05","WY","R",626
"2020-04-06","AL","D",529
"2020-04-06","AL","R",3435
"2020-04-06","AK","D",141
"2020-04-06","AK","R",761
"2020-04-06","AZ","D",1449
"2020-04-06","AZ","R",4080
"2020-04-06","AR","D",351
"2020-04-06","AR","R",2115
"2020-04-06","CA","D",8366
"2020-04-06","CA","R",12253
"2020-04-06","CO","D",1526
"2020-04-06","CO","R",2736
"2020-04-06","CT","D",922
"2020-04-06","CT","R",1236
"2020-04-06","DE","D",252
"2020-04-06","DE","R",628
"2020-04-06","FL","D",4559
"2020-04-06","FL","R",11421
"2020-04-06","GA","D",1819
"2020-04-06","GA","R",5340
"2020-04-06","HI","D",267
"2020-04-06","HI","R",645
"2020-04-06","ID","D",281
"2020-04-06","ID","R",1591
"2020-04-06","IL","D",2494
"2020-04-06","IL","R",4852
"2020-04-06","IN","D",940
"2020-04-06","IN","R",3992
"2020-04-06","IA","D",509
"2020-04-06","IA","R",1662
"2020-04-06","KS","D",485
"2020-04-06","KS","R",1785
"2020-04-06","KY","D",597
"2020-04-06","KY","R",2326
"2020-04-06","LA","D",471
"2020-04-06","LA","R",2527
"2020-04-06","ME","D",348
"2020-04-06","ME","R",845
"2020-04-06","MD","D",1578
"2020-04-06","MD","R",1790
"2020-04-06","MA","D",2000
"2020-04-06","MA","R",1993
"2020-04-06","MI","D",1939
"2020-04-06","MI","R",5743
"2020-04-06","MN","D",1309
"2020-04-06","MN","R",2725
"2020-04-06","MS","D",239
"2020-04-06","MS","R",1924
"2020-04-06","MO","D",1033
"2020-04-06","MO","R",3701
"2020-04-06","MT","D",236
"2020-04-06","MT","R",1050
"2020-04-06","NE","D",237
"2020-04-06","NE","R",1153
"2020-04-06","NV","D",554
"2020-04-06","NV","R",1613
"2020-04-06","NH","D",328
"2020-04-06","NH","R",825
"2020-04-06","NJ","D",1829
"2020-04-06","NJ","R",2684
"2020-04-06","NM","D",402
"2020-04-06","NM","R",1064
"2020-04-06","NY","D",5307
"2020-04-06","NY","R",5606
"2020-04-06","NC","D",1794
"2020-04-06","NC","R",4306
"2020-04-06","ND","D",100
"2020-04-06","ND","R",748
"2020-04-06","OH","D",1824
"2020-04-06","OH","R",5855
"2020-04-06","OK","D",442
"2020-04-06","OK","R",2693
"2020-04-06","OR","D",1219
"2020-04-06","OR","R",2215
"2020-04-06","PA","D",2555
"2020-04-06","PA","R",5006
"2020-04-06","RI","D",277
"2020-04-06","RI","R",602
"2020-04-06","SC","D",760
"2020-04-06","SC","R",2939
"2020-04-06","SD","D",102
"2020-04-06","SD","R",730
"2020-04-06","TN","D",891
"2020-04-06","TN","R",4411
"2020-04-06","TX","D",3669
"2020-04-06","TX","R",15235
"2020-04-06","UT","D",481
"2020-04-06","UT","R",1894
"2020-04-06","VT","D",221
"2020-04-06","VT","R",575
"2020-04-06","VA","D",1856
"2020-04-06","VA","R",3655
"2020-04-06","DC","D",431
"2020-04-06","DC","R",500
"2020-04-06","WA","D",2021
"2020-04-06","WA","R",3834
"2020-04-06","WV","D",185
"2020-04-06","WV","R",1161
"2020-04-06","WI","D",987
"2020-04-06","WI","R",2743
"2020-04-06","WY","D",100
"2020-04-06","WY","R",755
"2020-04-07","AL","D",602
"2020-04-07","AL","R",2854
"2020-04-07","AK","D",158
"2020-04-07","AK","R",584
"2020-04-07","AZ","D",1613
"2020-04-07","AZ","R",3222
"2020-04-07","AR","D",373
"2020-04-07","AR","R",1743
"2020-04-07","CA","D",9158
"2020-04-07","CA","R",10139
"2020-04-07","CO","D",1659
"2020-04-07","CO","R",2349
"2020-04-07","CT","D",978
"2020-04-07","CT","R",1082
"2020-04-07","DE","D",271
"2020-04-07","DE","R",482
"2020-04-07","FL","D",4585
"2020-04-07","FL","R",9657
"2020-04-07","GA","D",1899
"2020-04-07","GA","R",4598
"2020-04-07","HI","D",279
"2020-04-07","HI","R",519
"2020-04-07","ID","D",315
"2020-04-07","ID","R",1262
"2020-04-07","IL","D",2709
"2020-04-07","IL","R",4050
"2020-04-07","IN","D",1021
"2020-04-07","IN","R",3408
"2020-04-07","IA","D",551
"2020-04-07","IA","R",1308
"2020-04-07","KS","D",505
"2020-04-07","KS","R",1444
"2020-04-07","KY","D",641
"2020-04-07","KY","R",1951
"2020-04-07","LA","D",519
"2020-04-07","LA","R",2156
"2020-04-07","ME","D",398
"2020-04-07","ME","R",708
"2020-04-07","MD","D",1712
"2020-04-07","MD","R",1596
"2020-04-07","MA","D",2188
"2020-04-07","MA","R",1751
"2020-04-07","MI","D",2165
"2020-04-07","MI","R",5234
"2020-04-07","MN","D",1420
"2020-04-07","MN","R",2274
"2020-04-07","MS","D",264
"2020-04-07","MS","R",1586
"2020-04-07","MO","D",1098
"2020-04-07","MO","R",3057
"2020-04-07","MT","D",252
"2020-04-07","MT","R",840
"2020-04-07","NE","D",261
"2020-04-07","NE","R",908
"2020-04-07","NV","D",608
"2020-04-07","NV","R",1261
"2020-04-07","NH","D",362
"2020-04-07","NH","R",667
"2020-04-07","NJ","D",1932
"2020-04-07","NJ","R",2318
"2020-04-07","NM","D",459
"2020-04-07","NM","R",826
"2020-04-07","NY","D",5531
"2020-04-07","NY","R",4796
"2020-04-07","NC","D",1934
"2020-04-07","NC","R",3799
"2020-04-07","ND","D",100
"2020-04-07","ND","R",565
"2020-04-07","OH","D",2027
"2020-04-07","OH","R",5211
"2020-04-07","OK","D",478
"2020-04-07","OK","R",2297
"2020-04-07","OR","D",1323
"2020-04-07","OR","R",1805
"2020-04-07","PA","D",2710
"2020-04-07","PA","R",4397
"2020-04-07","RI","D",287
"2020-04-07","RI","R",466
"2020-04-07","SC","D",806
"2020-04-07","SC","R",2582
"2020-04-07","SD","D",110
"2020-04-07","SD","R",566
"2020-04-07","TN","D",973
"2020-04-07","TN","R",3685
"2020-04-07","TX","D",3959
"2020-04-07","TX","R",12678
"2020-04-07","UT","D",497
"2020-04-07","UT","R",1523
"2020-04-07","VT","D",230
"2020-04-07","VT","R",440
"2020-04-07","VA","D",1991
"2020-04-07","VA","R",3139
"2020-04-07","DC","D",454
"2020-04-07","DC","R",400
"2020-04-07","WA","D",2300
"2020-04-07","WA","R",3224
"2020-04-07","WV","D",206
"2020-04-07","WV","R",930
"2020-04-07","WI","D",1186
"2020-04-07","WI","R",2408
"2020-04-07","WY","D",100
"2020-04-07","WY","R",588
"2020-04-08","AL","D",1474
"2020-04-08","AL","R",2050
"2020-04-08","AK","D",420
"2020-04-08","AK","R",543
"2020-04-08","AZ","D",4144
"2020-04-08","AZ","R",2558
"2020-04-08","AR","D",934
"2020-04-08","AR","R",1280
"2020-04-08","CA","D",27237
"2020-04-08","CA","R",8042
"2020-04-08","CO","D",4207
"2020-04-08","CO","R",1740
"2020-04-08","CT","D",2607
"2020-04-08","CT","R",831
"2020-04-08","DE","D",695
"2020-04-08","DE","R",500
"2020-04-08","FL","D",11667
"2020-04-08","FL","R",6729
"2020-04-08","GA","D",4693
"2020-04-08","GA","R",3105
"2020-04-08","HI","D",673
"2020-04-08","HI","R",521
"2020-04-08","ID","D",793
"2020-04-08","ID","R",977
"2020-04-08","IL","D",7163
"2020-04-08","IL","R",2930
"2020-04-08","IN","D",2507
"2020-04-08","IN","R",2319
"2020-04-08","IA","D",1478
"2020-04-08","IA","R",1036
"2020-04-08","KS","D",1323
"2020-04-08","KS","R",1092
"2020-04-08","KY","D",1677
"2020-04-08","KY","R",1478
"2020-04-08","LA","D",1275
"2020-04-08","LA","R",1564
"2020-04-08","ME","D",1044
"2020-04-08","ME","R",589
"2020-04-08","MD","D",4261
"2020-04-08","MD","R",1155
"2020-04-08","MA","D",6109
"2020-04-08","MA","R",1312
"2020-04-08","MI","D",5117
"2020-04-08","MI","R",3449
"2020-04-08","MN","D",3624
"2020-04-08","MN","R",1760
"2020-04-08","MS","D",598
"2020-04-08","MS","R",1201
"2020-04-08","MO","D",2689
"2020-04-08","MO","R",2178
"2020-04-08","MT","D",653
"2020-04-08","MT","R",667
"2020-04-08","NE","D",704
"2020-04-08","NE","R",734
"2020-04-08","NV","D",1525
"2020-04-08","NV","R",1045
"2020-04-08","NH","D",960
"2020-04-08","NH","R",568
"2020-04-08","NJ","D",5127
"2020-04-08","NJ","R",1728
"2020-04-08","NM","D",1192
"2020-04-08","NM","R",707
"2020-04-08","NY","D",14633
"2020-04-08","NY","R",3480
"2020-04-08","NC","D",4874
"2020-04-08","NC","R",2680
"2020-04-08","ND","D",244
"2020-04-08","ND","R",530
"2020-04-08","OH","D",5054
"2020-04-08","OH","R",3477
"2020-04-08","OK","D",1222
"2020-04-08","OK","R",1641
"2020-04-08","OR","D",3522
"2020-04-08","OR","R",1429
"2020-04-08","PA","D",7045
"2020-04-08","PA","R",3069
"2020-04-08","RI","D",779
"2020-04-08","RI","R",500
"2020-04-08","SC","D",2011
"2020-04-08","SC","R",1839
"2020-04-08","SD","D",296
"2020-04-08","SD","R",522
"2020-04-08","TN","D",2516
"2020-04-08","TN","R",2575
"2020-04-08","TX","D",10091
"2020-04-08","TX","R",8627
"2020-04-08","UT","D",1327
"2020-04-08","UT","R",1102
"2020-04-08","VT","D",608
"2020-04-08","VT","R",500
"2020-04-08","VA","D",5066
"2020-04-08","VA","R",2185
"2020-04-08","DC","D",1274
"2020-04-08","DC","R",500
"2020-04-08","WA","D",6085
"2020-04-08","WA","R",2403
"2020-04-08","WV","D",544
"2020-04-08","WV","R",763
"2020-04-08","WI","D",3350
"2020-04-08","WI","R",1835
"2020-04-08","WY","D",233
"2020-04-08","WY","R",524
"2020-04-09","AL","D",1979
"2020-04-09","AL","R",2123
"2020-04-09","AK","D",580
"2020-04-09","AK","R",509
"2020-04-09","AZ","D",5514
"2020-04-09","AZ","R",2879
"2020-04-09","AR","D",1286
"2020-04-09","AR","R",1200
"2020-04-09","CA","D",41366
"2020-04-09","CA","R",9565
"2020-04-09","CO","D",6474
"2020-04-09","CO","R",1965
"2020-04-09","CT","D",4166
"2020-04-09","CT","R",881
"2020-04-09","DE","D",1044
"2020-04-09","DE","R",400
"2020-04-09","FL","D",17385
"2020-04-09","FL","R",8127
"2020-04-09","GA","D",6926
"2020-04-09","GA","R",3471
"2020-04-09","HI","D",1006
"2020-04-09","HI","R",425
"2020-04-09","ID","D",1103
"2020-04-09","ID","R",936
"2020-04-09","IL","D",10481
"2020-04-09","IL","R",3286
