"date","state","party","amt"
"2020-05-08","CA","D",7906
"2020-05-08","CA","R",11335
"2020-05-08","CO","D",1320
"2020-05-08","CO","R",2244
"2020-05-08","CT","D",882
"2020-05-08","CT","R",1361
"2020-05-08","DE","D",298
"2020-05-08","DE","R",838
"2020-05-08","FL","D",3705
"2020-05-08","FL","R",9741
"2020-05-08","GA","D",1722
"2020-05-08","GA","R",4406
"2020-05-08","HI","D",176
"2020-05-08","HI","R",852
"2020-05-08","ID","D",221
"2020-05-08","ID","R",1281
"2020-05-08","IL","D",2450
"2020-05-08","IL","R",5001
"2020-05-08","IN","D",1000
"2020-05-08","IN","R",3852
"2020-05-08","IA","D",510
"2020-05-08","IA","R",1570
"2020-05-08","KS","D",476
"2020-05-08","KS","R",1770
"2020-05-08","KY","D",749
"2020-05-08","KY","R",2860
"2020-05-08","LA","D",474
"2020-05-08","LA","R",2661
"2020-05-08","ME","D",375
"2020-05-08","ME","R",1061
"2020-05-08","MD","D",1437
"2020-05-08","MD","R",1931
"2020-05-08","MA","D",2053
"2020-05-08","MA","R",2122
"2020-05-08","MI","D",2092
"2020-05-08","MI","R",5514
"2020-05-08","MN","D",1088
"2020-05-08","MN","R",2368
"2020-05-08","MS","D",238
"2020-05-08","MS","R",2079
"2020-05-08","MO","D",930
"2020-05-08","MO","R",3255
"2020-05-08","MT","D",178
"2020-05-08","MT","R",1000
"2020-05-08","NE","D",294
"2020-05-08","NE","R",1265
"2020-05-08","NV","D",469
"2020-05-08","NV","R",1596
"2020-05-08","NH","D",346
"2020-05-08","NH","R",969
"2020-05-08","NJ","D",1617
"2020-05-08","NJ","R",2910
"2020-05-08","NM","D",394
"2020-05-08","NM","R",1189
"2020-05-08","NY","D",4573
"2020-05-08","NY","R",5843
"2020-05-08","NC","D",1809
"2020-05-08","NC","R",4471
"2020-05-08","ND","D",100
"2020-05-08","ND","R",823
"2020-05-08","OH","D",2028
"2020-05-08","OH","R",5916
"2020-05-08","OK","D",447
"2020-05-08","OK","R",2463
"2020-05-08","OR","D",1008
"2020-05-08","OR","R",2032
"2020-05-08","PA","D",2496
"2020-05-08","PA","R",5641
"2020-05-08","RI","D",275
"2020-05-08","RI","R",821
"2020-05-08","SC","D",713
"2020-05-08","SC","R",2962
"2020-05-08","SD","D",100
"2020-05-08","SD","R",840
"2020-05-08","TN","D",907
"2020-05-08","TN","R",4023
"2020-05-08","TX","D",3454
"2020-05-08","TX","R",12513
"2020-05-08","UT","D",346
"2020-05-08","UT","R",1357
"2020-05-08","VT","D",198
"2020-05-08","VT","R",800
"2020-05-08","VA","D",1748
"2020-05-08","VA","R",3704
"2020-05-08","DC","D",495
"2020-05-08","DC","R",800
"2020-05-08","WA","D",1861
"2020-05-08","WA","R",3278
"2020-05-08","WV","D",230
"2020-05-08","WV","R",1517
"2020-05-08","WI","D",1019
"2020-05-08","WI","R",2386
"2020-05-08","WY","D",100
"2020-05-08","WY","R",842
"2020-05-09","AL","D",659
"2020-05-09","AL","R",2967
"2020-05-09","AK","D",151
"2020-05-09","AK","R",841
"2020-05-09","AZ","D",1385
"2020-05-09","AZ","R",2978
"2020-05-09","AR","D",415
"2020-05-09","AR","R",1753
"2020-05-09","CA","D",8654
"2020-05-09","CA","R",9277
"2020-05-09","CO","D",1445
"2020-05-09","CO","R",1959
"2020-05-09","CT","D",1114
"2020-05-09","CT","R",1282
"2020-05-09","DE","D",391
"2020-05-09","DE","R",830
"2020-05-09","FL","D",4337
"2020-05-09","FL","R",9050
"2020-05-09","GA","D",2251
"2020-05-09","GA","R",4136
"2020-05-09","HI","D",219
"2020-05-09","HI","R",842
"2020-05-09","ID","D",242
"2020-05-09","ID","R",1151
"2020-05-09","IL","D",2766
"2020-05-09","IL","R",4225
"2020-05-09","IN","D",1136
"2020-05-09","IN","R",3259
"2020-05-09","IA","D",588
"2020-05-09","IA","R",1448
"2020-05-09","KS","D",535
"2020-05-09","KS","R",1517
"2020-05-09","KY","D",843
"2020-05-09","KY","R",2562
"2020-05-09","LA","D",653
"2020-05-09","LA","R",2452
"2020-05-09","ME","D",403
"2020-05-09","ME","R",966
"2020-05-09","MD","D",1843
"2020-05-09","MD","R",1811
"2020-05-09","MA","D",2380
"2020-05-09","MA","R",1909
"2020-05-09","MI","D",2532
"2020-05-09","MI","R",5013
"2020-05-09","MN","D",1241
"2020-05-09","MN","R",2020
"2020-05-09","MS","D",357
"2020-05-09","MS","R",1917
"2020-05-09","MO","D",1133
"2020-05-09","MO","R",2808
"2020-05-09","MT","D",204
"2020-05-09","MT","R",945
"2020-05-09","NE","D",323
"2020-05-09","NE","R",1161
"2020-05-09","NV","D",594
"2020-05-09","NV","R",1396
"2020-05-09","NH","D",390
"2020-05-09","NH","R",956
"2020-05-09","NJ","D",2076
"2020-05-09","NJ","R",2684
"2020-05-09","NM","D",462
"2020-05-09","NM","R",1091
"2020-05-09","NY","D",5620
"2020-05-09","NY","R",5303
"2020-05-09","NC","D",2252
"2020-05-09","NC","R",4130
"2020-05-09","ND","D",100
"2020-05-09","ND","R",802
"2020-05-09","OH","D",2434
"2020-05-09","OH","R",5352
"2020-05-09","OK","D",522
"2020-05-09","OK","R",2171
"2020-05-09","OR","D",1250
"2020-05-09","OR","R",1701
"2020-05-09","PA","D",3114
"2020-05-09","PA","R",5184
"2020-05-09","RI","D",316
"2020-05-09","RI","R",803
"2020-05-09","SC","D",916
"2020-05-09","SC","R",2691
"2020-05-09","SD","D",106
"2020-05-09","SD","R",829
"2020-05-09","TN","D",1115
"2020-05-09","TN","R",3620
"2020-05-09","TX","D",4184
"2020-05-09","TX","R",11155
"2020-05-09","UT","D",376
"2020-05-09","UT","R",1210
"2020-05-09","VT","D",235
"2020-05-09","VT","R",800
"2020-05-09","VA","D",2158
"2020-05-09","VA","R",3385
"2020-05-09","DC","D",572
"2020-05-09","DC","R",800
"2020-05-09","WA","D",2119
"2020-05-09","WA","R",2714
"2020-05-09","WV","D",267
"2020-05-09","WV","R",1420
"2020-05-09","WI","D",1116
"2020-05-09","WI","R",2202
"2020-05-09","WY","D",100
"2020-05-09","WY","R",822
"2020-05-10","AL","D",721
"2020-05-10","AL","R",2433
"2020-05-10","AK","D",144
"2020-05-10","AK","R",805
"2020-05-10","AZ","D",1420
"2020-05-10","AZ","R",2667
"2020-05-10","AR","D",410
"2020-05-10","AR","R",1535
"2020-05-10","CA","D",8306
"2020-05-10","CA","R",8260
"2020-05-10","CO","D",1381
"2020-05-10","CO","R",1709
"2020-05-10","CT","D",1154
"2020-05-10","CT","R",1244
"2020-05-10","DE","D",408
"2020-05-10","DE","R",837
"2020-05-10","FL","D",4618
"2020-05-10","FL","R",8084
"2020-05-10","GA","D",2304
"2020-05-10","GA","R",3424
"2020-05-10","HI","D",248
"2020-05-10","HI","R",838
"2020-05-10","ID","D",254
"2020-05-10","ID","R",1049
"2020-05-10","IL","D",2669
"2020-05-10","IL","R",3804
"2020-05-10","IN","D",1194
"2020-05-10","IN","R",2731
"2020-05-10","IA","D",580
"2020-05-10","IA","R",1321
"2020-05-10","KS","D",541
"2020-05-10","KS","R",1383
"2020-05-10","KY","D",864
"2020-05-10","KY","R",2111
"2020-05-10","LA","D",656
"2020-05-10","LA","R",2094
"2020-05-10","ME","D",429
"2020-05-10","ME","R",938
"2020-05-10","MD","D",1910
"2020-05-10","MD","R",1628
"2020-05-10","MA","D",2486
"2020-05-10","MA","R",1836
"2020-05-10","MI","D",2513
"2020-05-10","MI","R",4380
"2020-05-10","MN","D",1292
"2020-05-10","MN","R",1899
"2020-05-10","MS","D",370
"2020-05-10","MS","R",1629
"2020-05-10","MO","D",1105
"2020-05-10","MO","R",2376
"2020-05-10","MT","D",189
"2020-05-10","MT","R",902
"2020-05-10","NE","D",332
"2020-05-10","NE","R",1103
"2020-05-10","NV","D",639
"2020-05-10","NV","R",1333
"2020-05-10","NH","D",417
"2020-05-10","NH","R",924
"2020-05-10","NJ","D",2149
"2020-05-10","NJ","R",2490
"2020-05-10","NM","D",459
"2020-05-10","NM","R",1024
"2020-05-10","NY","D",5988
"2020-05-10","NY","R",4941
"2020-05-10","NC","D",2161
"2020-05-10","NC","R",3446
"2020-05-10","ND","D",100
"2020-05-10","ND","R",833
"2020-05-10","OH","D",2507
"2020-05-10","OH","R",4493
"2020-05-10","OK","D",488
"2020-05-10","OK","R",1856
"2020-05-10","OR","D",1230
"2020-05-10","OR","R",1499
"2020-05-10","PA","D",3124
"2020-05-10","PA","R",4399
"2020-05-10","RI","D",339
"2020-05-10","RI","R",815
"2020-05-10","SC","D",923
"2020-05-10","SC","R",2264
"2020-05-10","SD","D",114
"2020-05-10","SD","R",832
"2020-05-10","TN","D",1115
"2020-05-10","TN","R",3018
"2020-05-10","TX","D",4181
"2020-05-10","TX","R",9682
"2020-05-10","UT","D",400
"2020-05-10","UT","R",1118
"2020-05-10","VT","D",269
"2020-05-10","VT","R",800
"2020-05-10","VA","D",2180
"2020-05-10","VA","R",2935
"2020-05-10","DC","D",542
"2020-05-10","DC","R",800
"2020-05-10","WA","D",2096
"2020-05-10","WA","R",2401
"2020-05-10","WV","D",257
"2020-05-10","WV","R",1224
"2020-05-10","WI","D",1084
"2020-05-10","WI","R",1940
"2020-05-10","WY","D",100
"2020-05-10","WY","R",820
"2020-05-11","AL","D",627
"2020-05-11","AL","R",3000
"2020-05-11","AK","D",135
"2020-05-11","AK","R",854
"2020-05-11","AZ","D",1362
"2020-05-11","AZ","R",5040
"2020-05-11","AR","D",403
"2020-05-11","AR","R",1981
"2020-05-11","CA","D",7716
"2020-05-11","CA","R",10631
"2020-05-11","CO","D",1348
"2020-05-11","CO","R",2101
"2020-05-11","CT","D",1119
"2020-05-11","CT","R",1490
"2020-05-11","DE","D",381
"2020-05-11","DE","R",869
"2020-05-11","FL","D",4566
"2020-05-11","FL","R",15301
"2020-05-11","GA","D",2242
"2020-05-11","GA","R",6384
"2020-05-11","HI","D",230
"2020-05-11","HI","R",930
"2020-05-11","ID","D",248
"2020-05-11","ID","R",1224
"2020-05-11","IL","D",2809
"2020-05-11","IL","R",4983
"2020-05-11","IN","D",1115
"2020-05-11","IN","R",3562
"2020-05-11","IA","D",602
"2020-05-11","IA","R",3205
"2020-05-11","KS","D",516
"2020-05-11","KS","R",1714
"2020-05-11","KY","D",763
"2020-05-11","KY","R",2687
"2020-05-11","LA","D",597
"2020-05-11","LA","R",2494
"2020-05-11","ME","D",402
"2020-05-11","ME","R",1002
"2020-05-11","MD","D",1911
"2020-05-11","MD","R",1948
"2020-05-11","MA","D",2450
"2020-05-11","MA","R",2244
"2020-05-11","MI","D",2350
"2020-05-11","MI","R",10700
"2020-05-11","MN","D",1309
"2020-05-11","MN","R",2438
"2020-05-11","MS","D",328
"2020-05-11","MS","R",1984
"2020-05-11","MO","D",1054
"2020-05-11","MO","R",3050
"2020-05-11","MT","D",184
"2020-05-11","MT","R",964
"2020-05-11","NE","D",305
"2020-05-11","NE","R",1297
"2020-05-11","NV","D",564
"2020-05-11","NV","R",1589
"2020-05-11","NH","D",438
"2020-05-11","NH","R",982
"2020-05-11","NJ","D",2188
"2020-05-11","NJ","R",3024
"2020-05-11","NM","D",447
"2020-05-11","NM","R",1171
"2020-05-11","NY","D",5963
"2020-05-11","NY","R",6246
"2020-05-11","NC","D",2187
"2020-05-11","NC","R",6264
"2020-05-11","ND","D",100
"2020-05-11","ND","R",865
"2020-05-11","OH","D",2368
"2020-05-11","OH","R",9620
"2020-05-11","OK","D",503
"2020-05-11","OK","R",2361
"2020-05-11","OR","D",1168
"2020-05-11","OR","R",1796
"2020-05-11","PA","D",2973
"2020-05-11","PA","R",7524
"2020-05-11","RI","D",336
"2020-05-11","RI","R",860
"2020-05-11","SC","D",892
"2020-05-11","SC","R",2780
"2020-05-11","SD","D",122
"2020-05-11","SD","R",897
"2020-05-11","TN","D",1057
"2020-05-11","TN","R",3799
"2020-05-11","TX","D",4154
"2020-05-11","TX","R",11767
"2020-05-11","UT","D",409
"2020-05-11","UT","R",1374
"2020-05-11","VT","D",270
"2020-05-11","VT","R",804
"2020-05-11","VA","D",2103
"2020-05-11","VA","R",3441
"2020-05-11","DC","D",550
"2020-05-11","DC","R",800
"2020-05-11","WA","D",2050
"2020-05-11","WA","R",2870
"2020-05-11","WV","D",262
"2020-05-11","WV","R",1449
"2020-05-11","WI","D",1172
"2020-05-11","WI","R",6941
"2020-05-11","WY","D",100
"2020-05-11","WY","R",868
"2020-05-12","AL","D",445
"2020-05-12","AL","R",2878
"2020-05-12","AK","D",115
"2020-05-12","AK","R",856
"2020-05-12","AZ","D",1150
"2020-05-12","AZ","R",9192
"2020-05-12","AR","D",334
"2020-05-12","AR","R",1907
"2020-05-12","CA","D",6312
"2020-05-12","CA","R",10742
"2020-05-12","CO","D",1300
"2020-05-12","CO","R",2267
"2020-05-12","CT","D",880
"2020-05-12","CT","R",1518
"2020-05-12","DE","D",294
"2020-05-12","DE","R",878
"2020-05-12","FL","D",3501
"2020-05-12","FL","R",28551
"2020-05-12","GA","D",1587
"2020-05-12","GA","R",10842
"2020-05-12","HI","D",202
"2020-05-12","HI","R",934
"2020-05-12","ID","D",219
"2020-05-12","ID","R",1248
"2020-05-12","IL","D",2150
"2020-05-12","IL","R",5052
"2020-05-12","IN","D",880
"2020-05-12","IN","R",3590
"2020-05-12","IA","D",519
"2020-05-12","IA","R",6148
"2020-05-12","KS","D",478
"2020-05-12","KS","R",1735
"2020-05-12","KY","D",685
"2020-05-12","KY","R",2685
"2020-05-12","LA","D",456
"2020-05-12","LA","R",2440
"2020-05-12","ME","D",323
"2020-05-12","ME","R",1013
"2020-05-12","MD","D",1486
"2020-05-12","MD","R",1951
"2020-05-12","MA","D",1871
"2020-05-12","MA","R",2339
"2020-05-12","MI","D",1977
"2020-05-12","MI","R",22734
"2020-05-12","MN","D",1028
"2020-05-12","MN","R",2527
"2020-05-12","MS","D",219
"2020-05-12","MS","R",1850
"2020-05-12","MO","D",897
"2020-05-12","MO","R",3025
"2020-05-12","MT","D",186
"2020-05-12","MT","R",1004
"2020-05-12","NE","D",269
"2020-05-12","NE","R",1291
"2020-05-12","NV","D",441
"2020-05-12","NV","R",1622
"2020-05-12","NH","D",327
"2020-05-12","NH","R",1023
"2020-05-12","NJ","D",1703
"2020-05-12","NJ","R",3253
"2020-05-12","NM","D",411
"2020-05-12","NM","R",1218
"2020-05-12","NY","D",4678
"2020-05-12","NY","R",6414
"2020-05-12","NC","D",1662
"2020-05-12","NC","R",10801
"2020-05-12","ND","D",100
"2020-05-12","ND","R",878
"2020-05-12","OH","D",1904
"2020-05-12","OH","R",17990
"2020-05-12","OK","D",449
"2020-05-12","OK","R",2310
"2020-05-12","OR","D",1107
"2020-05-12","OR","R",1893
"2020-05-12","PA","D",2420
"2020-05-12","PA","R",12230
"2020-05-12","RI","D",234
"2020-05-12","RI","R",870
"2020-05-12","SC","D",649
"2020-05-12","SC","R",2670
"2020-05-12","SD","D",100
"2020-05-12","SD","R",910
"2020-05-12","TN","D",859
"2020-05-12","TN","R",3687
"2020-05-12","TX","D",3263
"2020-05-12","TX","R",11455
"2020-05-12","UT","D",355
"2020-05-12","UT","R",1408
"2020-05-12","VT","D",201
"2020-05-12","VT","R",806
"2020-05-12","VA","D",1678
"2020-05-12","VA","R",3390
"2020-05-12","DC","D",460
"2020-05-12","DC","R",800
"2020-05-12","WA","D",1919
"2020-05-12","WA","R",3029
"2020-05-12","WV","D",209
"2020-05-12","WV","R",1430
"2020-05-12","WI","D",912
"2020-05-12","WI","R",15816
"2020-05-12","WY","D",100
"2020-05-12","WY","R",881
"2020-05-13","AL","D",530
"2020-05-13","AL","R",3051
"2020-05-13","AK","D",129
"2020-05-13","AK","R",904
"2020-05-13","AZ","D",1398
"2020-05-13","AZ","R",13227
"2020-05-13","AR","D",402
"2020-05-13","AR","R",1991
"2020-05-13","CA","D",8234
"2020-05-13","CA","R",11288
"2020-05-13","CO","D",1482
"2020-05-13","CO","R",2447
"2020-05-13","CT","D",973
"2020-05-13","CT","R",1553
"2020-05-13","DE","D",342
"2020-05-13","DE","R",927
"2020-05-13","FL","D",4175
"2020-05-13","FL","R",44346
"2020-05-13","GA","D",1819
"2020-05-13","GA","R",16168
"2020-05-13","HI","D",232
"2020-05-13","HI","R",965
"2020-05-13","ID","D",251
"2020-05-13","ID","R",1294
"2020-05-13","IL","D",2452
"2020-05-13","IL","R",5367
"2020-05-13","IN","D",994
"2020-05-13","IN","R",3659
"2020-05-13","IA","D",610
"2020-05-13","IA","R",9479
"2020-05-13","KS","D",556
"2020-05-13","KS","R",1767
"2020-05-13","KY","D",785
"2020-05-13","KY","R",2824
"2020-05-13","LA","D",498
"2020-05-13","LA","R",2547
"2020-05-13","ME","D",369
"2020-05-13","ME","R",1069
"2020-05-13","MD","D",1650
"2020-05-13","MD","R",2079
"2020-05-13","MA","D",2090
"2020-05-13","MA","R",2458
"2020-05-13","MI","D",2179
"2020-05-13","MI","R",36215
"2020-05-13","MN","D",1148
"2020-05-13","MN","R",2625
"2020-05-13","MS","D",266
"2020-05-13","MS","R",1904
"2020-05-13","MO","D",1097
"2020-05-13","MO","R",3282
"2020-05-13","MT","D",220
"2020-05-13","MT","R",1071
"2020-05-13","NE","D",309
"2020-05-13","NE","R",1334
"2020-05-13","NV","D",583
"2020-05-13","NV","R",1704
"2020-05-13","NH","D",358
"2020-05-13","NH","R",1096
"2020-05-13","NJ","D",1899
"2020-05-13","NJ","R",3359
"2020-05-13","NM","D",450
"2020-05-13","NM","R",1248
"2020-05-13","NY","D",5178
"2020-05-13","NY","R",6655
"2020-05-13","NC","D",1998
"2020-05-13","NC","R",16630
"2020-05-13","ND","D",100
"2020-05-13","ND","R",901
"2020-05-13","OH","D",2125
"2020-05-13","OH","R",28012
"2020-05-13","OK","D",518
"2020-05-13","OK","R",2437
"2020-05-13","OR","D",1284
"2020-05-13","OR","R",1986
"2020-05-13","PA","D",2715
"2020-05-13","PA","R",17401
"2020-05-13","RI","D",278
"2020-05-13","RI","R",903
"2020-05-13","SC","D",761
"2020-05-13","SC","R",2981
"2020-05-13","SD","D",111
"2020-05-13","SD","R",930
"2020-05-13","TN","D",1014
"2020-05-13","TN","R",3966
"2020-05-13","TX","D",3873
"2020-05-13","TX","R",12581
"2020-05-13","UT","D",446
"2020-05-13","UT","R",1432
"2020-05-13","VT","D",217
"2020-05-13","VT","R",800
"2020-05-13","VA","D",1909
"2020-05-13","VA","R",3649
"2020-05-13","DC","D",508
"2020-05-13","DC","R",800
"2020-05-13","WA","D",2263
"2020-05-13","WA","R",3168
"2020-05-13","WV","D",245
"2020-05-13","WV","R",1443
"2020-05-13","WI","D",1043
"2020-05-13","WI","R",24787
"2020-05-13","WY","D",100
"2020-05-13","WY","R",897
"2020-05-14","AL","D",769
"2020-05-14","AL","R",3409
"2020-05-14","AK","D",169
"2020-05-14","AK","R",942
"2020-05-14","AZ","D",2000
"2020-05-14","AZ","R",16227
"2020-05-14","AR","D",543
"2020-05-14","AR","R",2104
"2020-05-14","CA","D",14334
"2020-05-14","CA","R",13436
"2020-05-14","CO","D",2256
"2020-05-14","CO","R",2820
"2020-05-14","CT","D",1443
"2020-05-14","CT","R",1704
"2020-05-14","DE","D",438
"2020-05-14","DE","R",859
"2020-05-14","FL","D",5776
"2020-05-14","FL","R",54897
"2020-05-14","GA","D",2694
"2020-05-14","GA","R",20120
"2020-05-14","HI","D",329
"2020-05-14","HI","R",995
"2020-05-14","ID","D",377
"2020-05-14","ID","R",1379
"2020-05-14","IL","D",3780
"2020-05-14","IL","R",6239
"2020-05-14","IN","D",1414
"2020-05-14","IN","R",4085
"2020-05-14","IA","D",833
"2020-05-14","IA","R",12035
"2020-05-14","KS","D",755
"2020-05-14","KS","R",1965
"2020-05-14","KY","D",1107
"2020-05-14","KY","R",3150
"2020-05-14","LA","D",770
"2020-05-14","LA","R",2783
"2020-05-14","ME","D",532
"2020-05-14","ME","R",1098
"2020-05-14","MD","D",2244
"2020-05-14","MD","R",2341
"2020-05-14","MA","D",3272
"2020-05-14","MA","R",2755
"2020-05-14","MI","D",3035
"2020-05-14","MI","R",44099
"2020-05-14","MN","D",1745
"2020-05-14","MN","R",3033
"2020-05-14","MS","D",384
"2020-05-14","MS","R",2107
"2020-05-14","MO","D",1600
"2020-05-14","MO","R",3672
"2020-05-14","MT","D",310
"2020-05-14","MT","R",1089
"2020-05-14","NE","D",456
"2020-05-14","NE","R",1439
"2020-05-14","NV","D",825
"2020-05-14","NV","R",1996
"2020-05-14","NH","D",513
"2020-05-14","NH","R",1020
"2020-05-14","NJ","D",2835
"2020-05-14","NJ","R",3865
"2020-05-14","NM","D",624
"2020-05-14","NM","R",1384
"2020-05-14","NY","D",8282
"2020-05-14","NY","R",7530
"2020-05-14","NC","D",2877
"2020-05-14","NC","R",21277
"2020-05-14","ND","D",127
"2020-05-14","ND","R",903
"2020-05-14","OH","D",2917
"2020-05-14","OH","R",34336
"2020-05-14","OK","D",724
"2020-05-14","OK","R",2761
"2020-05-14","OR","D",1903
"2020-05-14","OR","R",2247
"2020-05-14","PA","D",3953
"2020-05-14","PA","R",20966
"2020-05-14","RI","D",419
"2020-05-14","RI","R",812
"2020-05-14","SC","D",1102
"2020-05-14","SC","R",3377
"2020-05-14","SD","D",145
"2020-05-14","SD","R",935
"2020-05-14","TN","D",1508
"2020-05-14","TN","R",4502
"2020-05-14","TX","D",5850
"2020-05-14","TX","R",14802
"2020-05-14","UT","D",696
"2020-05-14","UT","R",1556
"2020-05-14","VT","D",343
"2020-05-14","VT","R",706
"2020-05-14","VA","D",2666
"2020-05-14","VA","R",4163
"2020-05-14","DC","D",834
"2020-05-14","DC","R",700
"2020-05-14","WA","D",3346
"2020-05-14","WA","R",3689
"2020-05-14","WV","D",309
"2020-05-14","WV","R",1452
"2020-05-14","WI","D",1558
"2020-05-14","WI","R",30417
"2020-05-14","WY","D",131
"2020-05-14","WY","R",796
"2020-05-15","AL","D",614
"2020-05-15","AL","R",3495
"2020-05-15","AK","D",141
"2020-05-15","AK","R",844
"2020-05-15","AZ","D",1586
"2020-05-15","AZ","R",10849
"2020-05-15","AR","D",446
"2020-05-15","AR","R",2149
"2020-05-15","CA","D",11654
"2020-05-15","CA","R",15445
"2020-05-15","CO","D",1742
"2020-05-15","CO","R",2903
"2020-05-15","CT","D",1146
"2020-05-15","CT","R",1611
"2020-05-15","DE","D",361
"2020-05-15","DE","R",841
"2020-05-15","FL","D",4938
"2020-05-15","FL","R",36426
"2020-05-15","GA","D",2164
"2020-05-15","GA","R",13383
"2020-05-15","HI","D",281
"2020-05-15","HI","R",891
"2020-05-15","ID","D",304
"2020-05-15","ID","R",1369
"2020-05-15","IL","D",3029
"2020-05-15","IL","R",6223
"2020-05-15","IN","D",1126
"2020-05-15","IN","R",4158
"2020-05-15","IA","D",578
"2020-05-15","IA","R",7078
"2020-05-15","KS","D",559
"2020-05-15","KS","R",1965
"2020-05-15","KY","D",841
"2020-05-15","KY","R",3101
"2020-05-15","LA","D",681
"2020-05-15","LA","R",3150
"2020-05-15","ME","D",460
"2020-05-15","ME","R",1005
"2020-05-15","MD","D",1881
"2020-05-15","MD","R",2297
"2020-05-15","MA","D",2616
"2020-05-15","MA","R",2693
"2020-05-15","MI","D",2527
"2020-05-15","MI","R",27930
"2020-05-15","MN","D",1262
"2020-05-15","MN","R",2722
"2020-05-15","MS","D",327
"2020-05-15","MS","R",2174
"2020-05-15","MO","D",1221
"2020-05-15","MO","R",3750
"2020-05-15","MT","D",234
"2020-05-15","MT","R",1035
"2020-05-15","NE","D",334
"2020-05-15","NE","R",1352
"2020-05-15","NV","D",652
"2020-05-15","NV","R",2030
"2020-05-15","NH","D",395
"2020-05-15","NH","R",1026
"2020-05-15","NJ","D",2324
"2020-05-15","NJ","R",3869
"2020-05-15","NM","D",520
"2020-05-15","NM","R",1366
"2020-05-15","NY","D",6911
"2020-05-15","NY","R",7601
"2020-05-15","NC","D",2316
"2020-05-15","NC","R",14003
"2020-05-15","ND","D",100
"2020-05-15","ND","R",815
"2020-05-15","OH","D",2413
"2020-05-15","OH","R",22596
"2020-05-15","OK","D",567
"2020-05-15","OK","R",2836
"2020-05-15","OR","D",1560
"2020-05-15","OR","R",2259
"2020-05-15","PA","D",3252
"2020-05-15","PA","R",15210
"2020-05-15","RI","D",327
"2020-05-15","RI","R",797
"2020-05-15","SC","D",891
"2020-05-15","SC","R",3284
"2020-05-15","SD","D",104
"2020-05-15","SD","R",826
"2020-05-15","TN","D",1154
"2020-05-15","TN","R",4437
"2020-05-15","TX","D",4845
"2020-05-15","TX","R",16551
"2020-05-15","UT","D",529
"2020-05-15","UT","R",1458
"2020-05-15","VT","D",292
"2020-05-15","VT","R",718
"2020-05-15","VA","D",2198
"2020-05-15","VA","R",4271
"2020-05-15","DC","D",736
"2020-05-15","DC","R",700
"2020-05-15","WA","D",2753
"2020-05-15","WA","R",3983
"2020-05-15","WV","D",232
"2020-05-15","WV","R",1455
"2020-05-15","WI","D",1237
"2020-05-15","WI","R",17458
"2020-05-15","WY","D",100
"2020-05-15","WY","R",815
"2020-05-16","AL","D",562
"2020-05-16","AL","R",3599
"2020-05-16","AK","D",116
"2020-05-16","AK","R",843
"2020-05-16","AZ","D",1387
"2020-05-16","AZ","R",10847
"2020-05-16","AR","D",391
"2020-05-16","AR","R",2222
"2020-05-16","CA","D",9830
"2020-05-16","CA","R",15041
"2020-05-16","CO","D",1481
"2020-05-16","CO","R",2868
"2020-05-16","CT","D",992
"2020-05-16","CT","R",1631
"2020-05-16","DE","D",327
"2020-05-16","DE","R",875
"2020-05-16","FL","D",4335
"2020-05-16","FL","R",38533
"2020-05-16","GA","D",1887
"2020-05-16","GA","R",14080
"2020-05-16","HI","D",241
"2020-05-16","HI","R",890
"2020-05-16","ID","D",257
"2020-05-16","ID","R",1360
"2020-05-16","IL","D",2615
"2020-05-16","IL","R",6273
"2020-05-16","IN","D",986
"2020-05-16","IN","R",4143
"2020-05-16","IA","D",529
"2020-05-16","IA","R",7398
"2020-05-16","KS","D",504
"2020-05-16","KS","R",1966
"2020-05-16","KY","D",739
"2020-05-16","KY","R",3138
"2020-05-16","LA","D",585
"2020-05-16","LA","R",3155
"2020-05-16","ME","D",395
"2020-05-16","ME","R",1049
"2020-05-16","MD","D",1683
"2020-05-16","MD","R",2407
"2020-05-16","MA","D",2265
"2020-05-16","MA","R",2796
"2020-05-16","MI","D",2073
"2020-05-16","MI","R",29040
"2020-05-16","MN","D",1129
"2020-05-16","MN","R",2792
"2020-05-16","MS","D",289
"2020-05-16","MS","R",2197
"2020-05-16","MO","D",1056
"2020-05-16","MO","R",3829
"2020-05-16","MT","D",196
"2020-05-16","MT","R",1022
"2020-05-16","NE","D",281
"2020-05-16","NE","R",1438
"2020-05-16","NV","D",566
"2020-05-16","NV","R",2059
"2020-05-16","NH","D",348
"2020-05-16","NH","R",1066
"2020-05-16","NJ","D",2012
"2020-05-16","NJ","R",4039
"2020-05-16","NM","D",460
"2020-05-16","NM","R",1360
"2020-05-16","NY","D",5825
"2020-05-16","NY","R",7826
"2020-05-16","NC","D",2006
"2020-05-16","NC","R",14829
"2020-05-16","ND","D",100
"2020-05-16","ND","R",809
"2020-05-16","OH","D",2093
"2020-05-16","OH","R",23262
"2020-05-16","OK","D",474
"2020-05-16","OK","R",2854
"2020-05-16","OR","D",1362
"2020-05-16","OR","R",2268
"2020-05-16","PA","D",2754
"2020-05-16","PA","R",15520
"2020-05-16","RI","D",289
"2020-05-16","RI","R",829
"2020-05-16","SC","D",768
"2020-05-16","SC","R",3416
"2020-05-16","SD","D",100
"2020-05-16","SD","R",868
"2020-05-16","TN","D",997
"2020-05-16","TN","R",4477
