id,party
f153080620724,R
f6726182861,R
f1771156219840590,R
f607626319739286,R
f706716899745696,R
f1745691098822970,R
f612701059241880,R
f100560711450721,R
f105370081104608,R
f147542771956309,R
f472665996234166,R
f7860876103,D
