NM,6573
NY,6612
NC,5599
ND,6637
OH,5600
OK,6616
OR,6582
PA,5543
RI,6629
SC,6609
SD,6638
TN,6586
TX,5798
UT,6585
VT,6633
VA,5602
WA,6598
WV,6615
WI,5542
WY,6632
USA,2721
